Полное наименование,ОКПО,ИНН,ОГРН
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА С.М.С.,42825192,5008020431,
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕВЕРИНА,42971203,0278040831,1110280021488
Общество с ограниченной ответственностью ОКО-С,42971404,0278041183,1030204603747
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЗОЛОТОЙ ЛЕС,42973171,0278042074,1110280020223
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ООО ФИРМА МАСТЕР,42974319,0278042483,1110280028858
Общество с ограниченной ответственностью АГРО-С,42976181,0278044314,1030204584190
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НПП ИЗОМЕР,42979802,0273023582,1110280038648
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АТЛАНТА,42983711,0278047040,1110280020311
Общество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВННОСТЬЮ ХИЗРИЕВ,43333769,0534013510,1020501765481
Общество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕНОЙ ОТВЕТСТВЕННОСТЬЮ ТИРМЕН,43364994,0534007718,1030501764105
Общество с ограниченной ответственностью ЗОЛУШКА-С,43593944,0713000211,1030700208406
Общество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ДЕЯТЕЛЬНОСТЬЮ БАРБАШИН И СЫНОВЬЯ (БИС),44021983,4629042073,1124632000162
Общество с ограниченной ответственностью ТЕХПРОМПОЛИС-С.П.С.,44128735,6663055407,1136686010449
Общество с ограниченной ответственностью КАЛУГА-ЛИЗИНГ-ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,44377668,4029015462,1024001432289
Общество с ограниченной ответственностью ДЕМОС,44619539,1501013027,
Общество с ограниченной ответственностью РАДУГА,44619717,1501013034,
Общество с ограниченной ответственностью ХИНДУСТАН-ФАРМА,44624196,1501016412,
Общество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕНОЙ ответственностью КОМПАНИЯ ДЖЕТ,44626427,1501018554,1061516008762
Общество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕНОЙ ОТВЕТСТВЕННОСТЬЮ БОНДО,44627094,1501019050,1061516008894
Общество с ограниченной ответственностью ХОЗЯЙСТВЕННОЕ ОБЩЕСТВО МЕЖРЕГИОНАЛЬНОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ВЕТЕРАН,44634237,1501024340,
Общество с ограниченной ответственностью НАРФ,44859172,6168036921,1136194005870
Общество с ограниченной ответственностью РЕМОНТНО-СТРОИТЕЛЬНАЯ ФИРМА СТРОЙСЕРВИС,44860264,6168036939,1136194005034
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЭС,44861720,6165059952,1136165007110
Общество с ограниченной ответственностью ДОНПРОМТОРГ,44861849,6168081917,1136194005650
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БАК,44867355,6165041024,1136165008430
Общество с ограниченной ответственностью ФОРМА-ПЛЮС,44869621,6168067479,1136194006222
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГОРОДСКОЙ СТРОИТЕЛЬНЫЙ ЦЕНТР,45214052,0276037512,1110280028913
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КАФЕ ЖАСМИН,45218110,0274055280,1080274009243
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛИТА,45219078,0276037784,1110280027769
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МТС И К,45234244,0276039870,1110280027659
Общество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕСТВЕННОСТЬЮ БАШКОРТОСТАН.АГРОТЕХСЕРВИС,45234327,0224004876,1060224012485
Общество с ограниченной ответственностью ОБЩЕСТВО С ДОПОЛНИТЕЛЬНОЙ ОТВЕТСТВЕННОСТЬЮ БРИЗ ЛТД,45234735,0224004883,1100280037340
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ООО КОМПЛЕКССТРОЙИНФОРМ,45298037,0278053816,1110280028825
Общество с ограниченной ответственностью ЭДЕЛЬВЕЙС-С,45305487,0273027890,
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ А И М,45311692,0276042600,1110280028429
Общественная организация /объединение/ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РУБСТРОЙ,45315899,0276043523,1100280026978
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КРИСТИНА-96,45467994,6165051424,1136165007461
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,45679466,5048005430,1085048003171
Общество с ограниченной ответственностью СТРОМ С,45766703,5044022184,1035008851701
Общество с ограниченной ответственностью БИС-С,46408456,5027065364,1135027017058
Общество с ограниченной ответственностью С.Т.Р.Е.С.С.,46408841,5008023190,1125047011748
Общество с ограниченной ответственностью А.С.С.,46544828,6165062539,1026103721665
Общество с ограниченной ответственностью МНОГОПРОФИЛЬНОЕ ПРЕДПРИЯТИЕ СТЕЛЛА,46565115,6168037273,1136194005111
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КС,46573497,6165065949,1126165010014
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ГРАНИТ-С,47186845,0814087201,
Общество с ограниченной ответственностью ФАРМАЛТ-С,47189855,0814093131,1140816006462
Общество с ограниченной ответственностью ПАРФЮМ-С,47719299,,
Общество с ограниченной ответственностью ОБЩЕСВО С ОГРАНИЧЕННОЙ ответственностью ФИРМА ФЛЕШ,47903778,4631011114,1114632014221
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДЕК ФИРМА,48233713,6165067199,1126165013479
Общество с дополнительной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БЭРИНГ,48255057,6164072855,1066164206701
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДОН МОТОРС,48263430,6165072488,1126165015932
Общество с ограниченной ответственностью ВЫМПЕЛ-С,48263602,6168037731,1136194005463
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ А.С.,48264375,6166037221,1136193006840
Общество с ограниченной ответственностью 6168020368/616801001,48264926,6162027173,1136194011865
Общество с ограниченной ответственностью ВОСТ-ДОН,48269131,6162026853,1136194005441
Непубличное акционерное общество ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ИНТЕРНАЦИОНАЛЬНЫЕ НЕФТЯНЫЕ ТЕХНОЛОГИИ-1,48330907,0814092931,1130816015285
Непубличное акционерное общество ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ПОЛАР,48332504,0814094537,1130816006507
Непубличное акционерное общество ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ПОЛАИР,48332556,0814094488,1130816006530
Непубличное акционерное общество ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ГЛЭСКО,48332607,0814094745,1130816006485
Непубличное акционерное общество ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ДЭНО,48332697,0814094706,1130816006496
Непубличное акционерное общество ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО МОВЭКС,48333917,0814095001,1130816015109
Непубличное акционерное общество ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО МОНАТАКС,48335789,0814097778,1130816006463
